"","date","mean_daily_sentiment","total_tweets","total_tweets_incl_retweets"
"1637",2022-03-26,-0.0442390621059472,382,392
"1638",2022-03-27,-0.0440227545987002,293,313
"1639",2022-03-28,-0.0396404136843002,932,997
"1640",2022-03-29,-0.0653893691645101,628,769
"1641",2022-03-30,-0.0642339965665981,502,760
"1642",2022-03-31,-0.0676968233352871,503,531
"1643",2022-04-01,-0.069593383000189,420,620
"1644",2022-04-02,-0.0791225809690411,460,544
"1645",2022-04-03,-0.061311196254795,342,376
"1646",2022-04-04,-0.029748327201826,524,633
"1647",2022-04-05,-0.0454245417783673,434,515
"1648",2022-04-06,-0.0483370052192152,530,629
"1649",2022-04-07,-0.0461380157673028,448,491
"1650",2022-04-08,-0.0509904971677565,487,518
"1651",2022-04-09,-0.101847941867082,422,452
"1652",2022-04-10,-0.050117769933712,342,370
"1653",2022-04-11,-0.0500330167729455,517,569
"1654",2022-04-12,-0.0947660750440505,467,522
"1655",2022-04-13,-0.0573735074964181,487,511
"1656",2022-04-14,-0.0488640830570931,564,684
"1657",2022-04-15,-0.0739327159990246,509,544
"1658",2022-04-16,-0.080223381272064,454,594
"1659",2022-04-17,-0.0612352862095238,359,369
"1660",2022-04-18,-0.0433087064929486,410,440
"1661",2022-04-19,-0.032650674075733,544,578
"1662",2022-04-20,-0.0492231885381391,701,731
"1663",2022-04-21,-0.0239906836032063,844,870
"1664",2022-04-22,-0.0436474179472616,655,688
"1665",2022-04-23,-0.0639616399515113,640,672
"1666",2022-04-24,-0.0585413666661379,569,586
"1667",2022-04-25,-0.0537272260115299,694,759
"1668",2022-04-26,-0.0440861411594835,764,804
"1669",2022-04-27,-0.0432262710276272,792,824
"1670",2022-04-28,-0.0552324933882756,732,762
"1671",2022-04-29,-0.0750719936033312,764,781
"1672",2022-04-30,-0.0633788179978658,639,708
"1673",2022-05-01,-0.07356441624918,572,838
"1674",2022-05-02,-0.0749063699351204,659,840
"1675",2022-05-03,-0.0545566462558695,1176,1308
"1676",2022-05-04,-0.0645757322898822,1021,1137
"1677",2022-05-05,-0.0778716817381118,1086,1126
"1678",2022-05-06,-0.0842456546176494,915,972
"1679",2022-05-07,-0.0692897359853877,769,848
"1680",2022-05-08,-0.0831229504624669,667,736
"1681",2022-05-09,-0.0751605459773469,759,810
"1682",2022-05-10,-0.0748000117146386,681,746
"1683",2022-05-11,-0.0585206725116025,671,779
"1684",2022-05-12,-0.0882740497313125,615,679
"1685",2022-05-13,-0.0528280906061946,629,667
"1686",2022-05-14,-0.0566369422907356,547,592
"1687",2022-05-15,-0.0657205638665243,510,554
"1688",2022-05-16,-0.0458395145277388,709,740
"1689",2022-05-17,-0.0641412352166021,704,761
"1690",2022-05-18,-0.0561067218402459,876,1033
"1691",2022-05-19,-0.0553926655471459,2006,2151
"1692",2022-05-20,-0.0621626563146161,2922,3039
"1693",2022-05-21,-0.0654083413728857,1437,1498
"1694",2022-05-22,-0.0734778440970452,3394,3567
"1695",2022-05-23,-0.0647714115636451,2005,2105
"1696",2022-05-24,-0.0667137373562334,1181,1220
"1697",2022-05-25,-0.0644649506273466,949,1007
"1698",2022-05-26,-0.0622334761534133,1189,1250
"1699",2022-05-27,-0.0502222740232946,1794,1938
"1700",2022-05-28,-0.0637444152348343,1434,1540
"1701",2022-05-29,-0.0665632020869752,1620,1678
"1702",2022-05-30,-0.0667021396719581,2042,2076
"1703",2022-06-01,-0.0546663722604104,5016,5261
"1704",2022-06-02,-0.0536560440164875,6153,6604
"1705",2022-06-03,-0.0648751756075455,2638,3033
"1706",2022-06-04,-0.060441880053951,1522,1682
"1707",2022-06-05,-0.0631311250983997,1166,1222
"1708",2022-06-06,-0.0570656423571118,964,1026
"1709",2022-06-07,-0.0539481134698264,858,897
"1710",2022-06-08,-0.0544691773875541,1095,1414
"1711",2022-06-09,-0.0512755806992339,868,888
"1712",2022-06-10,-0.0696057552349454,771,799
"1713",2022-06-11,-0.0736387435002444,715,752
"1714",2022-06-12,-0.0529537829261057,672,810
"1715",2022-06-13,-0.0730248361320777,753,826
"1716",2022-06-14,-0.0708697450359177,763,828
"1717",2022-06-15,-0.0830730848823606,703,819
"1718",2022-06-16,-0.0772554615485486,590,611
"1719",2022-06-17,-0.0462987674181812,676,752
"1720",2022-06-18,-0.0560138365308374,667,758
"1721",2022-06-19,-0.0706333852822484,476,568
"1722",2022-06-20,-0.0807784307709221,489,521
"1723",2022-06-21,-0.0484255944651845,455,471
"1724",2022-06-22,-0.0951347000800089,618,638
"1725",2022-06-23,-0.0324355931926485,580,601
"1726",2022-06-24,-0.0662989075271685,550,574
"1727",2022-06-25,-0.0683859148075108,577,599
"1728",2022-06-26,-0.0398361279128728,442,471
"1729",2022-06-27,-0.0688663911212349,525,582
"1730",2022-06-28,-0.0533844256351891,519,525
"1731",2022-06-29,-0.0450588121745736,641,650
"1732",2022-06-30,-0.039285223395094,535,640
"1733",2022-07-01,-0.0272734777600008,442,628
"1734",2022-07-02,-0.0673582332697195,417,470
"1735",2022-07-03,-0.0371356312572186,433,496
"1736",2022-07-04,-0.0424210381307142,444,497
"1737",2022-07-05,-0.0681648552283635,400,494
"1738",2022-07-06,-0.0602762088049204,469,583
"1739",2022-07-07,-0.045332973835352,456,547
"1740",2022-07-08,-0.0671395954784751,426,497
"1741",2022-07-09,-0.118521830170202,397,477
"1742",2022-07-10,-0.0535225852977009,362,396
"1743",2022-07-11,-0.0761879066492291,422,466
"1744",2022-07-12,-0.065030915067482,362,376
"1745",2022-07-13,-0.0793988463614986,471,492
"1746",2022-07-14,-0.0492360219079997,512,550
"1747",2022-07-15,-0.0625317590579914,449,475
"1748",2022-07-16,-0.0372160588970774,336,355
"1749",2022-07-17,-0.0748691257558711,332,359
"1750",2022-07-18,-0.0569605080316615,356,654
"1751",2022-07-19,-0.0738315457269637,380,424
"1752",2022-07-20,-0.0711719516790245,392,508
"1753",2022-07-21,-0.036530787033484,361,423
"1754",2022-07-22,-0.0506868185603169,399,462
"1755",2022-07-23,-0.0643257662649898,360,392
"1756",2022-07-24,-0.00725231518297235,265,320
"1757",2022-07-25,-0.0642173421082961,378,394
"1758",2022-07-26,-0.0269373255403988,322,359
"1759",2022-07-27,-0.0382374956812972,371,1168
"1760",2022-07-28,-0.0210729741062432,339,351
"1761",2022-07-29,-0.0652609470148682,384,662
"1762",2022-07-30,-0.0801656798982618,312,736
"1763",2022-07-31,-0.0978506943824948,292,295
"1764",2022-08-01,-0.0774632190336592,472,672
"1765",2022-08-02,-0.0807433193831936,457,507
"1766",2022-08-03,-0.0618554666082244,354,395
"1767",2022-08-04,-0.0153023146063088,348,397
"1768",2022-08-05,-0.0525980110674951,390,446
"1769",2022-08-06,-0.0831249568299855,362,377
"1770",2022-08-07,-0.0531336918100938,377,410
"1771",2022-08-08,-0.0539264388014078,346,363
"1772",2022-08-09,-0.046840414666498,362,396
"1773",2022-08-10,-0.0328473944132627,447,594
"1774",2022-08-11,-0.0566238285868695,495,623
"1775",2022-08-12,-0.0805742324900111,442,476
"1776",2022-08-13,-0.0776459259449306,372,385
"1777",2022-08-14,-0.0484841164061304,338,371
"1778",2022-08-15,-0.068067223954783,397,464
"1779",2022-08-16,-0.0520485075382756,348,358
"1780",2022-08-17,-0.0536972638765275,453,474
"1781",2022-08-18,-0.0838290821525509,503,511
"1782",2022-08-19,-0.040820865217339,479,484
"1783",2022-08-20,-0.046924941677585,391,412
"1784",2022-08-21,-0.0836236870948625,331,341
"1785",2022-08-22,-0.0728500891585115,319,332
"1786",2022-08-23,-0.057705840026946,337,348
"1787",2022-08-24,-0.0797501140748105,441,449
"1788",2022-08-25,-0.0528718359589938,440,464
"1789",2022-08-26,-0.0514203190304417,455,471
"1790",2022-08-27,-0.0476894937689225,333,344
"1791",2022-08-28,-0.0759126491203526,399,411
"1792",2022-08-29,-0.0599361590283759,555,566
"1793",2022-08-30,-0.0613326922710189,382,387
"1794",2022-08-31,-0.0702127012994749,424,440
"1795",2022-09-01,-0.0435277733354831,386,1005
"1796",2022-09-02,-0.0414685606952185,392,538
"1797",2022-09-03,-0.0478579357682802,334,465
"1798",2022-09-04,-0.0637295174703612,326,371
"1799",2022-09-05,-0.0707497810728714,359,429
"1800",2022-09-06,-0.0722380489473914,344,387
"1801",2022-09-07,-0.0653174174330293,360,383
"1802",2022-09-08,-0.0598739380402491,332,360
"1803",2022-09-09,-0.0960135169129947,252,265
"1804",2022-09-10,-0.0658235123193411,256,313
"1805",2022-09-11,-0.0955148650285245,226,233
"1806",2022-09-12,-0.026289868754685,313,380
"1807",2022-09-13,-0.0299374342325379,322,367
"1808",2022-09-14,-0.0450773227434056,361,511
"1809",2022-09-15,-0.035343862149246,313,337
"1810",2022-09-16,-0.0371522026049428,299,306
"1811",2022-09-17,-0.0448515800616042,249,962
"1812",2022-09-18,-0.0494840684857404,272,278
"1813",2022-09-19,-0.0604699636123987,282,288
"1814",2022-09-20,-0.0194596609934667,313,321
"1815",2022-09-21,-0.0475221417295713,337,345
"1816",2022-09-22,-0.0695844047769707,388,421
"1817",2022-09-23,-0.056110698254427,413,421
"1818",2022-09-24,-0.0605345250167727,291,294
"1819",2022-09-25,-0.0522711700417696,262,645
"1820",2022-09-26,-0.0468061044745468,376,402
"1821",2022-09-27,-0.0539658620833425,405,489
"1822",2022-09-28,-0.0351581186345788,384,426
"1823",2022-09-29,-0.0245726604482571,436,508
"1824",2022-09-30,-0.0602201292149159,424,466
"1825",2022-10-01,-0.0492814966797558,437,2086
"1826",2022-10-02,-0.0421729331187044,926,1055
"1827",2022-10-03,-0.0411958067044364,651,816
"1828",2022-10-04,-0.0308622590331955,686,928
"1829",2022-10-05,-0.0272514960776064,728,847
"1830",2022-10-06,-0.0508547132560914,655,767
"1831",2022-10-07,-0.0563206779730811,559,638
"1832",2022-10-08,-0.0745896044576127,470,569
"1833",2022-10-09,-0.0573481942675805,498,687
"1834",2022-10-10,-0.0398679440978178,608,657
"1835",2022-10-11,-0.0416803733376766,616,656
"1836",2022-10-12,-0.0787676715930006,519,1014
"1837",2022-10-13,-0.0545474454063476,565,1838
"1838",2022-10-14,-0.0342928039758547,598,822
"1839",2022-10-15,-0.0389645635298498,639,691
"1840",2022-10-16,-0.0422571508454732,585,780
"1841",2022-10-17,-0.0346688920126795,555,590
"1842",2022-10-18,-0.034400486779275,639,680
"1843",2022-10-19,-0.0684731650280453,570,670
"1844",2022-10-20,-0.0394560543354992,669,786
"1845",2022-10-21,-0.0447282381534169,604,624
"1846",2022-10-22,-0.0498210514172384,388,405
"1847",2022-10-23,-0.0317932661653166,400,441
"1848",2022-10-24,-0.0411908240114976,444,460
"1849",2022-10-25,-0.0407639872594606,580,660
"1850",2022-10-26,-0.0431846640134488,446,550
"1851",2022-10-27,-0.0499817626551083,513,597
"1852",2022-10-28,-0.018499097655691,520,573
"1853",2022-10-29,-0.0474701113853447,399,436
"1854",2022-10-30,-0.0573601631959826,400,447
"1855",2022-10-31,-0.0283251252761924,422,431
"1856",2022-11-01,-0.0312746279474528,423,851
"1857",2022-11-02,-0.0287365111073709,457,829
"1858",2022-11-03,-0.0399367552737442,506,636
"1859",2022-11-04,-0.0462763344336784,562,727
"1860",2022-11-05,-0.0329103446362644,463,586
"1861",2022-11-06,-0.0236859146274093,355,448
"1862",2022-11-07,-0.0142925364562925,461,476
"1863",2022-11-08,-0.0368929112399058,507,574
"1864",2022-11-09,-0.00353080173369453,373,403
"1865",2022-11-10,-0.028417369302623,518,786
"1866",2022-11-11,0.0184876093792511,454,686
"1867",2022-11-12,-0.0418933888483188,352,363
"1868",2022-11-13,-0.00514649722615184,339,475
"1869",2022-11-14,-0.0646819916797771,360,390
"1870",2022-11-15,-0.0350306692508406,499,564
"1871",2022-11-16,-0.031897642057949,499,613
"1872",2022-11-17,-0.022835604393795,561,734
"1873",2022-11-18,-0.0134721877214162,560,619
"1874",2022-11-19,-0.00919766133874248,419,452
"1875",2022-11-20,-0.0151603064004712,373,753
"1876",2022-11-21,-0.0402380315036708,407,467
"1877",2022-11-22,-0.00462895577408422,401,672
"1878",2022-11-23,-0.030376980044576,519,854
"1879",2022-11-24,-0.061772618735141,1186,3396
"1880",2022-11-25,-0.067221077376255,819,895
"1881",2022-11-26,-0.0524216382490442,529,549
"1882",2022-11-27,-0.0293137590595056,548,1182
"1883",2022-11-28,-0.044647183341383,697,733
"1884",2022-11-29,-0.048182114602388,590,597
"1885",2022-11-30,-0.0382611775558737,492,498
"1886",2022-12-01,-0.0365960021315183,533,2669
"1887",2022-12-02,-0.0328949318496266,432,480
"1888",2022-12-03,-0.0431512036794866,468,584
"1889",2022-12-04,-0.0139678164651496,444,474
"1890",2022-12-05,-0.0300300950167455,445,613
"1891",2022-12-06,-0.0308143012556593,485,562
"1892",2022-12-07,-0.0303174152286106,518,586
"1893",2022-12-08,-0.0353585463712224,471,519
"1894",2022-12-09,-0.0534460782884719,444,472
"1895",2022-12-10,-0.035108513027482,398,419
"1896",2022-12-11,0.0012821558596927,335,390
"1897",2022-12-12,-0.0327951237555648,355,387
"1898",2022-12-13,-0.0232352737631392,572,673
"1899",2022-12-14,-0.0360707064944303,424,430
"1900",2022-12-15,-0.033909795479488,407,454
"1901",2022-12-16,-0.0308941952971858,451,473
"1902",2022-12-17,-0.0389283254219555,322,356
"1903",2022-12-18,-0.0177099861073684,291,310
"1904",2022-12-19,-0.0272416269906147,379,472
"1905",2022-12-20,-0.0733674971252811,740,778
"1906",2022-12-21,-0.041098366595953,405,469
"1907",2022-12-22,-0.0108415295169738,342,362
"1908",2022-12-23,-0.0216283051267863,317,337
"1909",2022-12-24,-0.02654729038189,257,272
"1910",2022-12-25,-0.0130341790217883,154,155
"1911",2022-12-26,-0.0217470437450992,209,212
"1912",2022-12-27,0.000509842357071773,310,322
"1913",2022-12-28,-0.0305487749904476,284,295
"1914",2022-12-29,-0.0150313368312519,350,354
"1915",2022-12-30,-0.0257989810180366,408,420
"1916",2022-12-31,0.0200978358851067,357,371
"1917",2023-01-01,-0.0142067785060887,314,700
"1918",2023-01-02,-0.0170749674225247,345,497
"1919",2023-01-03,-0.0301721510084155,452,602
"1920",2023-01-04,-0.00946684718972769,429,560
"1921",2023-01-05,-0.0411617181909203,458,503
"1922",2023-01-06,-0.0138865197560116,491,562
"1923",2023-01-07,-0.0427480846111358,382,417
"1924",2023-01-08,-0.000256233682248287,312,339
"1925",2023-01-09,-0.0188059962559534,351,365
"1926",2023-01-10,-0.0356402474776819,348,362
"1927",2023-01-11,-0.0307455012622505,540,635
"1928",2023-01-12,-0.00182277826150615,451,555
"1929",2023-01-13,-0.0067222182112461,437,473
"1930",2023-01-14,-0.0253818859376338,430,501
"1931",2023-01-15,-0.0121543665312177,560,580
"1932",2023-01-16,-0.0409524267415453,479,490
"1933",2023-01-17,-0.0184595233287073,435,459
"1934",2023-01-18,-0.03817250920608,482,495
"1935",2023-01-19,-0.0433426148289327,535,569
"1936",2023-01-20,-0.0364086286860471,693,768
"1937",2023-01-21,-0.0404167036870877,481,506
"1938",2023-01-22,-0.0386591827464965,438,448
"1939",2023-01-23,-0.0482492496832779,485,557
"1940",2023-01-24,-0.0404834101255087,529,626
"1941",2023-01-25,-0.0254804207422683,484,527
"1942",2023-01-26,-0.0201321027886936,486,537
"1943",2023-01-27,-0.0279470024983474,521,544
"1944",2023-01-28,-0.01321684305419,375,423
"1945",2023-01-29,-0.0447704085956527,382,405
"1946",2023-01-30,-0.0237689406154345,432,448
"1947",2023-01-31,-0.0372503954924119,411,418
"1948",2023-02-01,-0.0228842807998072,539,703
"1949",2023-02-02,-0.0273901931411725,504,588
"1950",2023-02-03,-0.0452978144324626,517,572
"1951",2023-02-04,-0.037119221264452,383,700
"1952",2023-02-05,-0.0226671542188124,373,381
"1953",2023-02-06,-0.0530722788202895,420,490
"1954",2023-02-07,-0.0313215690234629,423,447
"1955",2023-02-08,-0.043139623648719,558,584
"1956",2023-02-09,-0.040912501364407,514,521
"1957",2023-02-10,-0.0245564173612932,513,519
"1958",2023-02-11,-0.016655887147616,440,447
